file,symbol,duplicate_of,referenced_by,type,severity,category
services\retrieval\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\security\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\gateway\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\cicd\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\auto_upgrade\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\knowledge_graph\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\model_registry\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
services\feeds\main.py,circular import opentelemetry.instrumentation.fastapi,circular dependency,import chain,circular,high,backend
shared\core\migrations.py,circular import subprocess,circular dependency,import chain,circular,high,backend
services\cicd\main.py,circular import subprocess,circular dependency,import chain,circular,high,backend
shared\core\system_health.py,circular import subprocess,circular dependency,import chain,circular,high,backend
services\gateway\main.py,circular import subprocess,circular dependency,import chain,circular,high,backend
shared\contracts\service_contracts.py,circular import shared.models.crud_models,circular dependency,import chain,circular,high,backend
shared\clients\service_client.py,circular import shared.models.crud_models,circular dependency,import chain,circular,high,backend
services\gateway\main.py,circular import shared.models.crud_models,circular dependency,import chain,circular,high,backend
services\crud\main.py,circular import shared.models.crud_models,circular dependency,import chain,circular,high,backend
shared\clients\service_client.py,circular import shared.contracts.service_contracts,circular dependency,import chain,circular,high,backend
services\gateway\main.py,circular import shared.contracts.service_contracts,circular dependency,import chain,circular,high,backend
services\crud\main.py,circular import shared.contracts.service_contracts,circular dependency,import chain,circular,high,backend
services\observability\tracing_middleware.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\crud\main.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\gateway\middleware\observability.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\gateway\main.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\security\security_middleware.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\gateway\middleware\security.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\gateway\middleware\security_hardening.py,circular import starlette.middleware.base,circular dependency,import chain,circular,high,backend
services\gateway\main.py,circular import shared.core.windows_compatibility,circular dependency,import chain,circular,high,backend
services\crud\main.py,circular import shared.core.windows_compatibility,circular dependency,import chain,circular,high,backend
services\gateway\gateway_app.py,circular import routes,circular dependency,import chain,circular,high,backend
services\fact_check\main.py,circular import routes,circular dependency,import chain,circular,high,backend
services\feeds\attribution_manager.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
shared\core\services\retrieval_aggregator.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
services\retrieval\free_tier.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
services\retrieval\orchestrator.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
shared\core\database\connection.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
shared\core\evidence_quality_validator.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
shared\core\agents\citation_agent.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
shared\core\input_validation.py,circular import urllib.parse,circular dependency,import chain,circular,high,backend
services\gateway\real_llm_integration.py,circular import shared.core.config.provider_config,circular dependency,import chain,circular,high,backend
